Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming,Translated
@junalabiibkurniawan9168,"Keterangan dr mbk putri emang jelas dan gamblang   .shg seluruh rskyat tahu mn yg curang dan mn yg tdk. ..klo utk prabowo gibran orang desapun bantsk yg tahu bahwa pasangan 02 emang baik dan berbudi, sopan ,menghargai , menghormati dan sangat merakyat ...smg pasangan 02 sll dlm lindungan Tuhan yg maha kuasa",keterangan dari mbak putri memang jelas dan gamblang shg seluruh rskyat tahu mana yang curang dan mana yang tidak kalau untuk prabowo gibran orang desapun bantsk yang tahu bahwa pasangan memang baik dan berbudi sopan menghargai menghormati dan sangat merakyat semoga pasangan selalu dalam lindungan tuhan yang maha kuasa,"['keterangan', 'dari', 'mbak', 'putri', 'memang', 'jelas', 'dan', 'gamblang', 'shg', 'seluruh', 'rskyat', 'tahu', 'mana', 'yang', 'curang', 'dan', 'mana', 'yang', 'tidak', 'kalau', 'untuk', 'prabowo', 'gibran', 'orang', 'desapun', 'bantsk', 'yang', 'tahu', 'bahwa', 'pasangan', 'memang', 'baik', 'dan', 'berbudi', 'sopan', 'menghargai', 'menghormati', 'dan', 'sangat', 'merakyat', 'semoga', 'pasangan', 'selalu', 'dalam', 'lindungan', 'tuhan', 'yang', 'maha', 'kuasa']","['keterangan', 'mbak', 'putri', 'gamblang', 'shg', 'rskyat', 'curang', 'prabowo', 'gibran', 'orang', 'desapun', 'bantsk', 'pasangan', 'berbudi', 'sopan', 'menghargai', 'menghormati', 'merakyat', 'semoga', 'pasangan', 'lindungan', 'tuhan', 'maha', 'kuasa']",terang mbak putri gamblang shg rskyat curang prabowo gibran orang desa bantsk pasang budi sopan harga hormat rakyat moga pasang lindung tuhan maha kuasa,Bright Mbak Putri Relica Shg RSKYAT Cheating Prabowo Gibran people of Bantsk Village Install Budi Polite Price of the People Moga Install the Protection of God Almighty
@masbudi2246,Anis bas bodol...anginnya gak mau punya ktp...,anis bas bodol anginnya tidak mau punya ktp,"['anis', 'bas', 'bodol', 'anginnya', 'tidak', 'mau', 'punya', 'ktp']","['anis', 'bas', 'bodol', 'anginnya', 'ktp']",anis bas bodol angin ktp,Anis Bas Bodol Wind KTP
@SuhartiNingsih-lf1bq,Selamat dan sukses atas kemenangan pil pres pak Prabowo mas Gibran dan semua tim TKN 02 SMG menjadi presiden dan wakil presiden yang taqwa aamiin,selamat dan sukses atas kemenangan pil pres pak prabowo mas gibran dan semua tim tkn semoga menjadi presiden dan wakil presiden yang taqwa amin,"['selamat', 'dan', 'sukses', 'atas', 'kemenangan', 'pil', 'pres', 'pak', 'prabowo', 'mas', 'gibran', 'dan', 'semua', 'tim', 'tkn', 'semoga', 'menjadi', 'presiden', 'dan', 'wakil', 'presiden', 'yang', 'taqwa', 'amin']","['selamat', 'sukses', 'kemenangan', 'pil', 'pres', 'prabowo', 'mas', 'gibran', 'tim', 'tkn', 'semoga', 'presiden', 'wakil', 'presiden', 'taqwa', 'amin']",selamat sukses menang pil pres prabowo mas gibran tim tkn moga presiden wakil presiden taqwa amin,"Congratulations on winning the Prabowo Prabowo Mas Gibran TKN Team Pill, the Presidential Vice President Taqwa Amin."
@Zio1092,"Jangan iri lah .tuk jubir nya poslon 01,demokrasi yakin bertahan 02 .yakin mimpin negri ini",jangan iri lah untuk jubir ya poslon demokrasi yakin bertahan yakin mimpin negeri ini,"['jangan', 'iri', 'lah', 'untuk', 'jubir', 'ya', 'poslon', 'demokrasi', 'yakin', 'bertahan', 'yakin', 'mimpin', 'negeri', 'ini']","['iri', 'jubir', 'poslon', 'demokrasi', 'bertahan', 'mimpin', 'negeri']",iri jubir poslon demokrasi tahan mimpin negeri,Envy the Democracy Poslon Spokesman Resistant to the State Leading
@CecepRiswandi-y8l,"Terima saja kekalahan nya buat 02 dan02,jangan menuduh yg nggak nggak",terima saja kekalahan ya buat dan02jangan menuduh yang tidak tidak,"['terima', 'saja', 'kekalahan', 'ya', 'buat', 'dan02jangan', 'menuduh', 'yang', 'tidak', 'tidak']","['terima', 'kekalahan', 'dan02jangan', 'menuduh']",terima kalah dan02jangan tuduh,Thank you and02Do not accuse
@hrsakti7455,Kami nggak percaya dengan hitung cepat muak penuh dg kecurangan,kami tidak percaya dengan hitung cepat muak penuh dengan kecurangan,"['kami', 'tidak', 'percaya', 'dengan', 'hitung', 'cepat', 'muak', 'penuh', 'dengan', 'kecurangan']","['percaya', 'hitung', 'cepat', 'muak', 'penuh', 'kecurangan']",percaya hitung cepat muak penuh curang,Believe Calculating Quickly Full of Cheating
@wiyantoslamet182,Alhamdulillah ikn menang,alhamdulillah ikn menang,"['alhamdulillah', 'ikn', 'menang']","['alhamdulillah', 'ikn', 'menang']",alhamdulillah ikn menang,Thank God IKN won
@GleydisOroh-yj3bx,"Untuk komentator yang mewakili 01 dan 03 , legowo aja untuk kalian berdua pak . Karena hasil yang sekarang ada itu mutlak dari kami masyarakat pak. Dan tidak usah membawa nama2 yang lain bro karena masa jaya kekuasaan partaimu yg sombong itu sudah usai pak.. 😅😁 ✌️🫶🏻🇮🇩",untuk komentator yang mewakili dan legowo saja untuk kalian berdua pak karena hasil yang sekarang ada itu mutlak dari kami masyarakat pak dan tidak usah membawa nama2 yang lain bro karena masa jaya kekuasaan partaimu yang sombong itu sudah usai pak,"['untuk', 'komentator', 'yang', 'mewakili', 'dan', 'legowo', 'saja', 'untuk', 'kalian', 'berdua', 'pak', 'karena', 'hasil', 'yang', 'sekarang', 'ada', 'itu', 'mutlak', 'dari', 'kami', 'masyarakat', 'pak', 'dan', 'tidak', 'usah', 'membawa', 'nama2', 'yang', 'lain', 'bro', 'karena', 'masa', 'jaya', 'kekuasaan', 'partaimu', 'yang', 'sombong', 'itu', 'sudah', 'usai', 'pak']","['komentator', 'mewakili', 'legowo', 'berdua', 'hasil', 'mutlak', 'masyarakat', 'membawa', 'nama2', 'bro', 'jaya', 'kekuasaan', 'partaimu', 'sombong']",komentator wakil legowo dua hasil mutlak masyarakat bawa nama2 bro jaya kuasa partai sombong,Commentator Deputy Legowo Two Absolute Community results Bring the names of Bro Jaya Power of Arrogant Party
@guntursukoco5940,bukti...tidak semua orang PDI pilih bpk GANJAR...,bukti tidak semua orang pdi pilih bpk ganjar,"['bukti', 'tidak', 'semua', 'orang', 'pdi', 'pilih', 'bpk', 'ganjar']","['bukti', 'orang', 'pdi', 'pilih', 'bpk', 'ganjar']",bukti orang pdi pilih bpk ganjar,proof that PDI people choose Mr. Ganjar
@edyrahman4234,Kami rakyat kecil td percaya coikon hitun cepat itu karna mereka di bayar,kami rakyat kecil tadi percaya coikon hitun cepat itu karena mereka di bayar,"['kami', 'rakyat', 'kecil', 'tadi', 'percaya', 'coikon', 'hitun', 'cepat', 'itu', 'karena', 'mereka', 'di', 'bayar']","['rakyat', 'percaya', 'coikon', 'hitun', 'cepat', 'bayar']",rakyat percaya coikon hitun cepat bayar,People believe Coikon is quick to pay
@LilisAisyah-c4m,"Sudah terbukti orang yg tertindas Allah memberikan ke agungan nya,saya berdoa atas kemengan bapak Prabowo,dan sangat puas dengan hasil penghitungan,",sudah terbukti orang yang tertindas allah memberikan ke agungan nyasaya berdoa atas kemengan bapak prabowodan sangat puas dengan hasil penghitungan,"['sudah', 'terbukti', 'orang', 'yang', 'tertindas', 'allah', 'memberikan', 'ke', 'agungan', 'nyasaya', 'berdoa', 'atas', 'kemengan', 'bapak', 'prabowodan', 'sangat', 'puas', 'dengan', 'hasil', 'penghitungan']","['terbukti', 'orang', 'tertindas', 'allah', 'agungan', 'nyasaya', 'berdoa', 'kemengan', 'prabowodan', 'puas', 'hasil', 'penghitungan']",bukti orang tindas allah agung nyasaya doa kan prabowodan puas hasil hitung,proof of the oppasion of Allah Agung Nyasaya Prayer Prabowodan is satisfied with the results
@zulmiahm7995,6 calon orang orang pilihan,calon orang orang pilihan,"['calon', 'orang', 'orang', 'pilihan']","['calon', 'orang', 'orang', 'pilihan']",calon orang orang pilih,prospective people choose
@sukarminsukarmin61,Bismillah Prabowo menang amiin ya Allah 🤲😟,bismillah prabowo menang amin ya allah,"['bismillah', 'prabowo', 'menang', 'amin', 'ya', 'allah']","['bismillah', 'prabowo', 'menang', 'amin', 'allah']",bismillah prabowo menang amin allah,Bismillah Prabowo won Amen of Allah
@maxtampi3062,"Tim sukses Amin,terbaik atau terburuk 😮😮😅😮😮😮😮😮",tim sukses aminterbaik atau terburuk,"['tim', 'sukses', 'aminterbaik', 'atau', 'terburuk']","['tim', 'sukses', 'aminterbaik', 'terburuk']",tim sukses aminterbaik buruk,bad aminter's success team
@florincacha2130,01 dan 03 Pasti bilang... ADA KECURANGAN😂😂😂😂😂,dan pasti bilang ada kecurangan,"['dan', 'pasti', 'bilang', 'ada', 'kecurangan']","['bilang', 'kecurangan']",bilang curang,said cheating
@fbudi1771,"Quick Count, Real Count, Halu Count, dll.. itu milik siapa? semua bisa dibayar untuk menggiring Opini publik. Harusnya KPU membuat Quick Count sendiri, dan KPU itu harus diaudit/di awasi oleh lembaga masyarakat/independent",quick count real count halu count dll itu milik siapa semua bisa dibayar untuk menggiring opini publik harusnya kpu membuat quick count sendiri dan kpu itu harus diauditdi awasi oleh lembaga masyarakatindependent,"['quick', 'count', 'real', 'count', 'halu', 'count', 'dll', 'itu', 'milik', 'siapa', 'semua', 'bisa', 'dibayar', 'untuk', 'menggiring', 'opini', 'publik', 'harusnya', 'kpu', 'membuat', 'quick', 'count', 'sendiri', 'dan', 'kpu', 'itu', 'harus', 'diauditdi', 'awasi', 'oleh', 'lembaga', 'masyarakatindependent']","['quick', 'count', 'real', 'count', 'halu', 'count', 'dll', 'milik', 'dibayar', 'menggiring', 'opini', 'publik', 'kpu', 'quick', 'count', 'kpu', 'diauditdi', 'awasi', 'lembaga', 'masyarakatindependent']",quick count real count halu count dll milik bayar giring opini publik kpu quick count kpu diauditdi awas lembaga masyarakatindependent,Quick Count Real Count Halu Count etc. Owned Paying Public Opinion KPU Quick Count KPU Audit In Audit Community Institutions Independent
@cimengnyimeng7564,"PDIP hancur oleh citra buruk MEGAWATI DAN PUAN<br><br>harusnya mereka lebih bijak dalam bertindak dan berkata<br><br>Apalagi malah memusuhi Presiden Jokowi yang memiliki citra ORANG BAIK dimata banyak masyarrakat Indonesia. <br><br>Janganlah melawan orang baik, kamu akam kalah",pdip hancur oleh citra buruk megawati dan puanharusnya mereka lebih bijak dalam bertindak dan berkataapalagi malah memusuhi presiden jokowi yang memiliki citra orang baik dimata banyak masyarrakat indonesia janganlah melawan orang baik kamu akam kalah,"['pdip', 'hancur', 'oleh', 'citra', 'buruk', 'megawati', 'dan', 'puanharusnya', 'mereka', 'lebih', 'bijak', 'dalam', 'bertindak', 'dan', 'berkataapalagi', 'malah', 'memusuhi', 'presiden', 'jokowi', 'yang', 'memiliki', 'citra', 'orang', 'baik', 'dimata', 'banyak', 'masyarrakat', 'indonesia', 'janganlah', 'melawan', 'orang', 'baik', 'kamu', 'akam', 'kalah']","['pdip', 'hancur', 'citra', 'buruk', 'megawati', 'puanharusnya', 'bijak', 'bertindak', 'berkataapalagi', 'memusuhi', 'presiden', 'jokowi', 'memiliki', 'citra', 'orang', 'dimata', 'masyarrakat', 'indonesia', 'melawan', 'orang', 'akam', 'kalah']",pdip hancur citra buruk megawati puanharusnya bijak tindak berkataapalagi musuh presiden jokowi milik citra orang mata masyarrakat indonesia lawan orang akam kalah,PDIP is destroyed by Megawati Puan Puan's bad image.
@SitiMasitoh-t7e,Siapapun yang terpilih itulah pemimpin bangsa dan rakyat Indonesia....,siapapun yang terpilih itulah pemimpin bangsa dan rakyat indonesia,"['siapapun', 'yang', 'terpilih', 'itulah', 'pemimpin', 'bangsa', 'dan', 'rakyat', 'indonesia']","['terpilih', 'pemimpin', 'bangsa', 'rakyat', 'indonesia']",pilih pimpin bangsa rakyat indonesia,Choose the Lead of the Indonesian People's Nation
@Ohma-Zio,QUICK COUNT  ABAL ABAL...,quick count abal abal,"['quick', 'count', 'abal', 'abal']","['quick', 'count', 'abal', 'abal']",quick count abal abal,quick count abal abal
@Abdull-n9w,PR untuk pDIP<br>Partai PDIP suara lebih banyak di banding gerinda <br>Tp kenapa di presiden lari nya ke prabowo... <br>Ini tanda  kalau org Indonesia lbh cerdas <br>Dan PDIP tetap di hati rakyat<br>Cuma masyarakat Indonesia menghendaki presiden nya 02<br>Salam damai<br>01 &amp; 03 boleh nangis<br>Tp ga boleh emosi dan harus bisa legowo...,pr untuk pdippartai pdip suara lebih banyak di banding gerinda tapi kenapa di presiden lari ya ke prabowo ini tanda kalau orang indonesia lebih cerdas dan pdip tetap di hati rakyatcuma masyarakat indonesia menghendaki presiden ya 02salam damai01 boleh nangistp tidak boleh emosi dan harus bisa legowo,"['pr', 'untuk', 'pdippartai', 'pdip', 'suara', 'lebih', 'banyak', 'di', 'banding', 'gerinda', 'tapi', 'kenapa', 'di', 'presiden', 'lari', 'ya', 'ke', 'prabowo', 'ini', 'tanda', 'kalau', 'orang', 'indonesia', 'lebih', 'cerdas', 'dan', 'pdip', 'tetap', 'di', 'hati', 'rakyatcuma', 'masyarakat', 'indonesia', 'menghendaki', 'presiden', 'ya', '02salam', 'damai01', 'boleh', 'nangistp', 'tidak', 'boleh', 'emosi', 'dan', 'harus', 'bisa', 'legowo']","['pr', 'pdippartai', 'pdip', 'suara', 'banding', 'gerinda', 'presiden', 'lari', 'prabowo', 'tanda', 'orang', 'indonesia', 'cerdas', 'pdip', 'hati', 'rakyatcuma', 'masyarakat', 'indonesia', 'presiden', '02salam', 'damai01', 'nangistp', 'emosi', 'legowo']",pr pdippartai pdip suara banding gerinda presiden lari prabowo tanda orang indonesia cerdas pdip hati rakyatcuma masyarakat indonesia presiden 02salam damai01 nangistp emosi legowo,PR PDIPPARTAI PDIP VOICE OF THE PRESIDENT GROUP Running Prabowo Signs of Smart Indonesians PDIP The Hearts
@musdar4830,"orang kalah biasa, selalu tidak puas wajar, ngatas namakan rakyat lagi.......melawan takdir Allah SWT.",orang kalah biasa selalu tidak puas wajar ngatas namakan rakyat lagi melawan takdir allah swt,"['orang', 'kalah', 'biasa', 'selalu', 'tidak', 'puas', 'wajar', 'ngatas', 'namakan', 'rakyat', 'lagi', 'melawan', 'takdir', 'allah', 'swt']","['orang', 'kalah', 'puas', 'wajar', 'ngatas', 'namakan', 'rakyat', 'melawan', 'takdir', 'allah', 'swt']",orang kalah puas wajar ngatas nama rakyat lawan takdir allah swt,people lose satisfied naturally to the name of the people against the destiny of Allah SWT
@MustaminarifinGelamona,Ini kenyataannya bro...02 memang banyak yg pilih...ini jelas sekali kok,ini kenyataannya bro memang banyak yang pilih ini jelas sekali kok,"['ini', 'kenyataannya', 'bro', 'memang', 'banyak', 'yang', 'pilih', 'ini', 'jelas', 'sekali', 'kok']","['kenyataannya', 'bro', 'pilih']",nyata bro pilih,real bro select
@guntursukoco5940,sesuai prediksi 1putaran,sesuai prediksi 1putaran,"['sesuai', 'prediksi', '1putaran']","['sesuai', 'prediksi', '1putaran']",sesuai prediksi 1putaran,according to prediction 1put
@LilisAisyah-c4m,Pasti no 2 presiden ku,pasti no presiden ku,"['pasti', 'no', 'presiden', 'ku']","['no', 'presiden', 'ku']",no presiden ku,in the presiden ku
@DadiJaya-k2m,Sudah tepat kalau yang menang prabowo-gibran karena pak prabowo dan pak jokowi masih bisa bersatu dan pak jokowi masih bisa membantu membangun kemajuan dan kesejahteraan Indonesia dan semoga bisa memperbaiki kekurangan dan kesalahan yang lalu,sudah tepat kalau yang menang prabowogibran karena pak prabowo dan pak jokowi masih bisa bersatu dan pak jokowi masih bisa membantu membangun kemajuan dan kesejahteraan indonesia dan semoga bisa memperbaiki kekurangan dan kesalahan yang lalu,"['sudah', 'tepat', 'kalau', 'yang', 'menang', 'prabowogibran', 'karena', 'pak', 'prabowo', 'dan', 'pak', 'jokowi', 'masih', 'bisa', 'bersatu', 'dan', 'pak', 'jokowi', 'masih', 'bisa', 'membantu', 'membangun', 'kemajuan', 'dan', 'kesejahteraan', 'indonesia', 'dan', 'semoga', 'bisa', 'memperbaiki', 'kekurangan', 'dan', 'kesalahan', 'yang', 'lalu']","['menang', 'prabowogibran', 'prabowo', 'jokowi', 'bersatu', 'jokowi', 'membantu', 'membangun', 'kemajuan', 'kesejahteraan', 'indonesia', 'semoga', 'memperbaiki', 'kekurangan', 'kesalahan']",menang prabowogibran prabowo jokowi satu jokowi bantu bangun maju sejahtera indonesia moga baik kurang salah,Winning Prabowogibran Prabowo Jokowi One Jokowi Helps Building Prosperous Indonesia
@sukmonooppo6568,Sy pendukung kualisi AHY selamat pk prabowo,saya pendukung kualisi ahy selamat pakai prabowo,"['saya', 'pendukung', 'kualisi', 'ahy', 'selamat', 'pakai', 'prabowo']","['pendukung', 'kualisi', 'ahy', 'selamat', 'pakai', 'prabowo']",dukung alis ahy selamat pakai prabowo,Support AHY Eyebrows Happy Wearing Prabowo
@hanasetyandika4593,Masih kurang trima msh cari celah jg😂 Astaghfirullah hal adzim.......🙏🏼🙏🏼,masih kurang terima masih cari celah juga astaghfirullah hal adzim,"['masih', 'kurang', 'terima', 'masih', 'cari', 'celah', 'juga', 'astaghfirullah', 'hal', 'adzim']","['terima', 'cari', 'celah', 'astaghfirullah', 'adzim']",terima cari celah astaghfirullah adzim,accept looking for the gap Astaghfirullah adzim
@AngiePangie_23,"Congratulations Bangsa Indonesia, kita menang ! 🎉❤✌️ 💯",congratulations bangsa indonesia kita menang,"['congratulations', 'bangsa', 'indonesia', 'kita', 'menang']","['congratulations', 'bangsa', 'indonesia', 'menang']",congratulations bangsa indonesia menang,Indonesian Congratulations Win
@kusniharyanto9414,Money politik bukan rahasia umum lg di pemilu kali ini sangat terbuka dan terang terangan,money politik bukan rahasia umum lagi di pemilu kali ini sangat terbuka dan terang terangan,"['money', 'politik', 'bukan', 'rahasia', 'umum', 'lagi', 'di', 'pemilu', 'kali', 'ini', 'sangat', 'terbuka', 'dan', 'terang', 'terangan']","['money', 'politik', 'rahasia', 'pemilu', 'kali', 'terbuka', 'terang', 'terangan']",money politik rahasia milu kali buka terang terang,Money Political Secret Milu Kali Open Light Light
@EseramoDaeli-sn3on,"Jgn mencari kesalahan klau mmg udh kalah, udhlah bagusan kalian tidur nyenyak jgn ribut negara ini kalian buat kami masyarakat membutuhkan makan bukan jabatan.",jangan mencari kesalahan kalau memang sudah kalah udhlah bagusan kalian tidur nyenyak jangan ribut negara ini kalian buat kami masyarakat membutuhkan makan bukan jabatan,"['jangan', 'mencari', 'kesalahan', 'kalau', 'memang', 'sudah', 'kalah', 'udhlah', 'bagusan', 'kalian', 'tidur', 'nyenyak', 'jangan', 'ribut', 'negara', 'ini', 'kalian', 'buat', 'kami', 'masyarakat', 'membutuhkan', 'makan', 'bukan', 'jabatan']","['mencari', 'kesalahan', 'kalah', 'udhlah', 'bagusan', 'tidur', 'nyenyak', 'ribut', 'negara', 'masyarakat', 'membutuhkan', 'makan', 'jabatan']",cari salah kalah udhlah bagus tidur nyenyak ribut negara masyarakat butuh makan jabat,"looking for the wrong losing, it's good to sleep soundly, the people of the community need to eat jabat"
@sorayahimawati355,Jangan percaya kuic count. Menyesatkan dan pembodohan Rakyat. Ril count.,jangan percaya kuic count menyesatkan dan pembodohan rakyat ril count,"['jangan', 'percaya', 'kuic', 'count', 'menyesatkan', 'dan', 'pembodohan', 'rakyat', 'ril', 'count']","['percaya', 'kuic', 'count', 'menyesatkan', 'pembodohan', 'rakyat', 'ril', 'count']",percaya kuic count sesat bodoh rakyat ril count,Believe KUIC COUNT MONEY BODY RIL COUNT
@MustaminarifinGelamona,Gak usah berkomentar bahwa ada kejanggalan dlm pemilu ini.perasaan pemilu saat ini sudah berjalan dengan baik.kamu ini yg bisa memecah belah bangsa ini dengan berkomentar seperti itu.,tidak usah berkomentar bahwa ada kejanggalan dalam pemilu ini perasaan pemilu saat ini sudah berjalan dengan baik kamu ini yang bisa memecah belah bangsa ini dengan berkomentar seperti itu,"['tidak', 'usah', 'berkomentar', 'bahwa', 'ada', 'kejanggalan', 'dalam', 'pemilu', 'ini', 'perasaan', 'pemilu', 'saat', 'ini', 'sudah', 'berjalan', 'dengan', 'baik', 'kamu', 'ini', 'yang', 'bisa', 'memecah', 'belah', 'bangsa', 'ini', 'dengan', 'berkomentar', 'seperti', 'itu']","['berkomentar', 'kejanggalan', 'pemilu', 'perasaan', 'pemilu', 'berjalan', 'memecah', 'belah', 'bangsa', 'berkomentar']",komentar janggal milu asa milu jalan pecah belah bangsa komentar,Milking Comments Milu Asa Milu Way of Break Bangsa Nation Comments
