Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@subandinugroho,"Waktu debat pk prabowo kan bilang.. Beri waktu untuk jadi pemimpin bangsa ini ya ini waktunya mohon p gama dn amin sabar kalian orang hebat... Cerdas dan nasionalis tinggi, beri kesempatan p prabowo meskipun dari kecurangan sengajs atau tidak, kami rakyat intinya ingin enak, murah dan mudah cari nafkah itu dah cukup",debat pakai prabowo bilang pimpin bangsa mohon p gama amin sabar orang hebat cerdas nasionalis sempat p prabowo curang sengajs rakyat inti enak murah mudah cari nafkah,"Debate using Prabowo says leading to the nation, please ask for a great person, patient, the great intelligent nationalist is a chance to cheat the cheap core people, it's easy to make a living",0.6466666666666667,positive
@japethasudungansitompul7242,"Kalau kalah terima aja, jgn disebut ada kecurangan, karna itu pilihan rakyat indonesia😊😊",kalah terima curang pilih rakyat indonesia,lose receive cheating on the people of Indonesia,0.0,neutral
@tripr4420,"Selamat melanjutkan program jokowi 5 th kedepan.<br>Bagi rakyat yg kemeren merasa miskin, yg pengangguran permanen, yg kesulitan bayar sekolah anak, tetap bersyukur....karena 5 th kedepan sepertinya nasibnya tetap sama, tetap miskin, nganggur, sulit bayar sekolah anak2nya, karena tidak ingin perubahan.",selamat lanjut program jokowi depan rakyat kemeren miskin anggur permanen sulit bayar sekolah anak syukur depan nasib miskin nganggur sulit bayar sekolah ubah,"Congratulations on the Jokowi Program in front of the people of the Poor Poor Permanent wine, it is difficult to pay the school of children, in front of the poor, the poor",-0.42000000000000004,negative
@AbiAbel-z5y,Mau prabowo atau ganjar  yg menang aq ttep ikut seneng dengernya. Asaalll bukan anis aja...😅😅😅,prabowo ganjar menang senang dengernya asaalll anis,Prabowo Ganjar won happy to hear asaalll anis,0.8,positive
@palestinaPalestinailovyou,Inti nya amin kan saja prabowo gibran presiden dan wakil presiden.✌✌✌✌✌,inti amin prabowo gibran presiden wakil presiden,Inti Amin Prabowo Gibran President Vice President,0.0,neutral
@musdar4830,"Allah SWT telah menakdirkan Prabowo-Gibran utk memimpin negara ini, mari kita tatap bersama nasib dan kemajuan bangsa ini kedepan.",allah swt takdir prabowogibran pimpin negara mari tatap nasib maju bangsa depan,Allah SWT destiny Prabowogibran leads to the state let's look at the fate of the future,0.0,neutral
@sandiprg4814,"Demokrasi itu tidak berjalan ketika yg kalah selalu berargumen dan selalu menggaungkan provokasi,narasi,propaganda kecurangan demi spekulasi membalikkan kemenangan,😂😂😂dan itu bacot😂😂😂😂",demokrasi jalan kalah argumen gaung provokasinarasipropaganda curang spekulasi balik kemenangandan bacot,Democracy The way to lose the argument of the provokasinarrasirasarasaspropaganda cheating speculation behind the welfare and bacot,-0.4,negative
@nurdinachmad1907,"Woalah TK. 01,TKn 03, kalau udh kalah ya kalah itu murni hak yg di pilih rakyat",woalah tkn kalah kalah murni hak pilih rakyat,Woust the loss of the people's right to choose the right,0.2857142857142857,positive
@nuraziza.z3934,All in 02 kota TUBAN JATIM ✌FIX FULL 02,all kota tuban jatim fix full,All Kota Tuban East Java Fix Full,0.35,positive
@MichaHidayat,😂akui aja  klau dh gak dapet suara rakyat,aku dah suara rakyat,I have the voice of the people,0.0,neutral
@RusliRusli-vr2ue,Rakyat percaya sama Paslon 02,rakyat percaya paslon,The people believe Paslon,0.0,neutral
@sugiono5734,"lhamdulilah pragib menang satu putaran do, a semua rakyat Indonesia terkabul semoga Indonesia menjadi negara maju",lhamdulilah pragib menang putar a rakyat indonesia kabul moga indonesia negara maju,Lhamdulilah Pragib won the Indonesian people Kabul Moga Indonesia developed countries,0.1,positive
@ItohUntar-yb5fc,Itu mah omongan untuk menghibur diri,mah omong hibur,mah said entertaining,0.5,positive
@acellacell8300,"Pemilih bayaran, gampang percaya hasil QUICK COUNT😂😂😂",pilih bayar gampang percaya hasil quick count,Select Pay Easy to Believe the Quick Count Results,0.3833333333333333,positive
@afnanalfin5048,Dan siap bayar utang 😂😂😂😂😂😂,bayar utang,Pay debt,0.0,neutral
@angguncollection4802,Bukan demokrasi justru demokrasi di obrak abrik,demokrasi demokrasi obrak abrik,Democracy Democracy Tasting Abrik,0.0,neutral
@afnanalfin5048,Seorang negarawan siap mengakui kekalahan,negarawan aku kalah,My statesman lost,0.0,neutral
@esdeganmantap1esdeganmanta677,Team anis banyak omong isinya curiga melulu sdh jelas klh di hitungan manual kamu punya saksi di tps kan sdh laporan inilah orang pinter tp otak dalkal,team anis omong isi curiga melulu klh hitung manual saksi tps lapor orang pintar otak dalkal,Team Anis Talking about suspicious contents merely count manual Witnesses TPS report smart people Dalkal,-0.14285714285714285,negative
@aminatussholikhah25aminatu45,Alhamdulillah smg Alloh menakdirkan yg jadi Presiden tdk ada kecurangan dlm bentuk apapun.,alhamdulillah moga allah takdir presiden curang bentuk apa,Alhamdulillah may Allah the destiny of the president cheating on what form,0.0,neutral
@stofficial9957,Jangan percaya dengan hasil quick count .. kita nantikan real count nya nanti siapa yg unggul,percaya hasil quick count nanti real count unggul,Believe the results of the quick count later real count,0.17777777777777778,positive
@yosantchannel3094,"Biasa dari dulu yg kalah banyak alasan ga bisa trima kekalahan,pasti katakan ada kecurangan bahkan pilpres belum dimulai saja kecurangan sdh dimunculkan.intinya ga bisa menerima kenyataan",kalah alas terima kekalahanpasti curang pilpres curang muncul inti terima nyata,Losing Alas Receive Defeat of Cheating Pilpres Cheating Election Appears Real Receiving Core,-0.1,negative
@aprimaulana284,"YANG SULIT DIOBATI PENYAKIT HATIIIIIII, sudahlah legowo saja",sulit obat sakit hatiiiiiii legowo,Difficult Medication Heart Heartyiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,-0.5,negative
@Agus-oi7yk,Tolong jangan cari  kambing hitam saya sebagai rakyat kecil  mengharapkan probowl presiden Ri. Saya yakin prabowo pemenangnya.,tolong cari kambing hitam rakyat harap probowl presiden ri prabowo menang,"Please find the people's scapegoat, please probowl the President of the Republic of Indonesia Prabowo to win",0.8,positive
@subandinugroho,"Anak haram hasilnyapun haram, bansosnys juga haram",anak haram hasil haram bansosnys haram,illegitimate children with illegitimate bansosnys haram,0.0,neutral
@maxtampi3062,EKTP korup Ganjar.😮😮😮😮😮😮😮😮,ektp korup ganjar,EKTP is corrupt Ganjar,-0.5,negative
@keyshakeysha3500,"Paslon dari 01 dan 02 terima aja kekalahan,,,,sy dari Aceh sekeluarga pilih Prabowo semua,,yg buat fitnah,,,,pastilah dari Paslon kalian untuk menjatuh kan 02",paslon terima kekalahansy aceh keluarga pilih prabowo semuayg fitnahpastilah paslon jatuh,Paslon Receives Aceh's Family of Family Choosing Prabowo Semuayg FITNAHPATICE FALL PASLON,0.0,neutral
@muhammadnooreksan7755,"Lihat tuhan ga tidur orang terzalimi pasti menang ingat itu sebelum menghujat lihat dulu kesalahan anda jaga lah mulut... 02 pasti menang, si munafik dan si zalim ga bakal menang😂😂😂😂😂",lihat tuhan tidur orang zalim menang hujat lihat salah jaga mulut menang sih munafik sih zalim menang,"See God Sleeping the wrongdoing people winning blasphemy see wrong to win the mouth, the hypocrite is wins",0.275,positive
@rainbowfeltflorist4252,Kasihan Ganjar sebenarnya orangnya bagus. Tp ketua umum PDIP suka ikut campur dan mengendalikan para capres nya.,kasihan ganjar orang bagus ketua pdip suka campur kendali capres,"Poor Ganjar, a good person, the chairman of the PDIP likes to mix the candidates",0.14999999999999997,positive
@welmenwel6030,yang perlu juga adalah tegakan hukum bagi yang melakukan kecurangan kepada ke 3 pihak yang melakukan kecurangan walau nantinya sudah ditentukan hasilnya agar menjadi pelajaran bagi yang lain untuk masa yg akan datang.   Jangan mudah diberi maaf krn menyangkut kepentingan banyak rakyat.,tega hukum curang curang tentu hasil ajar mudah maaf penting rakyat,"the heart to cheat the cheating, of course the results of teaching are easy to apologize for the people",0.43333333333333335,positive
@markuslerjen4643,Udh biasa isu kecurangan..itu krna ada rasa takut kalah dan tdk mau mengakui kekalahan dan gk mau mengakui kemenangan lawan....🙏,isu curang takut kalah aku kalah aku menang lawan,the issue of cheating afraid of losing I lost I won the opponent,-0.6,negative
@verajulistia7306,Legowo aja lah 01 kalau 02 menang 1 putaran.,legowo menang putar,Legowo won the turn,0.0,neutral
@SitiJaenatun-g6y,"Yang menang jangan jumawa, yang kalah jangan bikin drama. Tetap bersatu menuju Indonesia EMAS!",menang jumawa kalah bikin drama satu indonesia emas,Winning Jumawa Lose Makes Drama One Indonesia Gold,0.5,positive
@maxtampi3062,"Terlambat minta maaf,ketinggalan,sombong,waktu debat,menjeĺekan,yg curang 03.Malaysia Ganjar surat pencoplosan,udah dicoplos sendiri,itu curang besar PDIP<br>Mega juga ga Demokrasi semua dia😮😮😅😮😮😮😮😮",lambat maafketinggalansombongwaktu debatmenjeekanyg curang malaysia ganjar surat pencoplosanudah dicoplos sendiriitu curang pdipmega demokrasi,"Slow Sorry, the Living of the Debate during the Malaysian Cheating Male.",-0.26666666666666666,negative
@idhamhalid847,"Wajar kalau pasangan Prabowo Gibran yang didukung penuh oleh presiden Jokowi Widodo menang pilpres 2024. Presiden Jokowi sebagai kepala negara dan kepala pemerintahan pernah mengucapkan akan cawe- cawe dan tidak netral, presiden boleh kampanye dan boleh berpihak, akan berpengaruh langsung maupun tidak langsung kepada pejabat TNI dari Panglima TNI sampai jajaran paling bawah yaitu Danramil, kepada pejabat Polri dari Kapolri sampai jajaran paling bawah yaitu Kapolsek, kepada Aparatur Sipil Negara dari Menteri Dalam Negeri, para Gubernur, Bupati, Wali Kota, Camat, lurah dan Kepala Desa juga akan cawe-cawe, tidak netral, bisa kampanye dan bisa berpihak. Kepala daerah seperti Pejabat Gubernur, Pejabat.Bupati dan Pejabat Wali Kota hasil penunjukan Menteri Dalam Negeri atas nama presiden, berpotensi mewajibkan aparatur sipil negara di daerah setempat agar memenangkan Paslon tertentu. Dengan dipenuhinya tuntutan kepala desa oleh presiden dan DPR RI terkait dengan perpanjangan masa jabatan kepala desa menjadi 9 tahun selama dua periode menjelang akhir kampanye akan berpengaruh terhadap hasil pilpres di tingkat desa. Pembagian Bansos yang dilakukan oleh presiden dan para menterinya diduga telah mempolitisasi Bansos. MK membuat keputusan No.90 MEPET WAKTU sehingga membuat MK MK serba salah dalam membuat keputusan, begitu pula dengan keputusan KPU yang MEPET WAKTU, sehingga membuat DKPP membuat keputusan yang diduga tidak jelas. Seperti KPU melanggar Etika Berat Terakhir, sementara keputusan KPU  terkait keabsahan penetapan Paslon Prabowo Gibran yang tidak didasarkan kepada keputusan MK No.90 tahun 2023 tidak dipermasalahkan oleh DKPP.  Apakah keputusan  MK dan MK MK dan Keputusan KPU dan Keputusan DKPP merupakan cara untuk meloloskan Paslon Prabowo Gibran? Mungkin ini bisa menjadi pertimbangan bagi tim hukum Paslon 01 dan 03 dalam menyikapi hasil pilpres 2024.",wajar pasang prabowo gibran dukung penuh presiden jokowi widodo menang pilpres presiden jokowi kepala negara kepala perintah cawe cawe netral presiden kampanye pihak pengaruh langsung langsung jabat tni panglima tni jajar danramil jabat polri kapolri jajar kapolsek aparatur sipil negara menteri negeri gubernur bupati wali kota camat lurah kepala desa cawecawe netral kampanye pihak kepala daerah jabat gubernur jabat bupati jabat wali kota hasil tunjuk menteri negeri nama presiden potensi wajib aparatur sipil negara daerah menang paslon penuh tuntut kepala desa presiden dpr ri kait panjang jabat kepala desa periode jelang kampanye pengaruh hasil pilpres tingkat desa bagi bansos presiden menteri duga politisasi bansos putus no mepet serba salah putus putus kpu mepet dkpp putus duga kpu langgar etika berat putus kpu kait absah tetap paslon prabowo gibran dasar putus no masalah dkpp putus putus kpu putus dkpp lolos paslon prabowo gibran timbang tim hukum paslon sikap hasil pilpres,"Naturally, pairs of Prabowo Gibran fully support President Jokowi Widodo won the Presidential Presidential Election Jokowi Head of Head of Cawe Cawe Neutral Order President Campaign Party Direct influence of TNI Commander of the TNI Commander Jajar Danramil Police Chief of National Police Chief Jajar Police Chief of the Civil Aparatur Minister of the Deputy Regent of the Head of the Head of the Sub -District Head of the Sub -District Head of the Sub -District Head of the Village Head Cawecawe The region won the full candidate pair sued the village head of the Indonesian Parliament President Gibran Weighing the Paslon Legal Team Attitude of the Presidential Election Results",0.1875,positive
@PaesalArisandi-j5r,Prabowo menang 1 putaran,prabowo menang putar,Prabowo won the turn,0.0,neutral
@malinejohanes7467,"Seno seno seno😂, msh munafik",seno seno seno munafik,Seno Seno Seno Hypocrites,0.0,neutral
@muhsininmuhsinin9638,Kubu 1 kalau sudah ada lambang kalah fitnah mulaih terbuka itu bukan jalan yang benar,kubu lambang kalah fitnah mulaih buka jalan,fortress symbol lost slander began to open the road,0.0,neutral
@putrilombok-ou1mh,No 2 sudah mnang oke❤❤❤,no mnang oke,for menang oke,0.0,neutral
@masaligede1514,Seorang kesatria mestinya legowo karena bukan sekali dua kali pesta ini di lakukan dan survei membuktikan kalau hitungan cepat tidak jauh hasilnya dengan hitung manual,kesatria mesti legowo kali pesta laku survei bukti hitung cepat hasil hitung manual,Knight must be legowo the party to sell the Survey Survey Proof,0.0,neutral
@NoniRosiana-e7b,Ya Allah ......knp bukan pak Anies yg menang,allah anies menang,Allah Anies won,0.0,neutral
@PaesalArisandi-j5r,"Prabowo Gibran,meng dilombok",prabowo gibranmeng lombok,Prabowo Gibranmeng Lombok,0.0,neutral
@mamunnurhayati8508,Pendukung pasllon 01 dan 03 masih belum terima kenyataan saya keluarga saya ibu ade anak saya anak  ade semua prabowo dan yang nyoblos prabowo itu rombongan keluarga besar kebanyakan nyoblos prabowo,dukung pasllon terima nyata keluarga adek anak anak adek prabowo nyoblos prabowo rombong keluarga banyak nyoblos prabowo,Support Pasllon Receive Real Receive Families of Adek Children Prabowo Children Nyoblos Prabowo Rombong Family Many Voted Prabowo,0.35,positive
@sky__quotes___2054,Selamat pk jendral jg mas Gibran semoga membawa amanah rakyat indonesia yg lebih baik menjadi indonesia emas 🇮🇩,selamat pakai jenderal mas gibran moga bawa amanah rakyat indonesia indonesia emas,"Congratulations on using General Mas Gibran, I want to bring the mandate of the Indonesian Indonesian People",0.05000000000000002,positive
@wayansulastra2784,"Sepertinya presiden pemimpin bangsa dan negara RI tahun 2024, sebagainya suatu utusan Tuhan,untuk menuju Indonesia emas,semoga tidak ada lagi kritik mengkritik,gujat menghujat,hina menghina,korupsi,semua yg membikin perpecahan tidak ada lagi,..semuanya aman sejahtera,rakyat bisa beraktifitas dg.nyaman..rahajeng bakti 🙏🙏💪💪🤝🤝💖💖🌟🌟",presiden pimpin bangsa negara ri utus tuhanuntuk indonesia emassemoga kritik mengkritikgujat menghujathina menghinakorupsisemua bikin pecah aman sejahterarakyat beraktifitas nyaman rahajeng bakti,"President Leading the Indonesian Nation of the Republic of Indonesia God for Gold Indonesia, hopefully criticism criticizes the blasphemy to blaspheme all lifes.",0.0,neutral
@iswantows2958,RIP 03 program bansos mu mengubur mimpi mu semoga pemenang cukup jeli utk melibas itu semua,rip program bansos mu kubur mimpi mu moga menang jeli libas,RIP MU Social Assistance Program,0.03333333333333333,positive
@iswahyudifals1972,orang kalah pasti mencari kesalahan 😂,orang kalah cari salah,Losing people looking for wrong,-0.5,negative
@pemudaindonesia3410,"Quick count nya dr brp TPS tuch, kalau hny dr 10.000 TPS msh jauuuuuhhhh, hahhahaha, jumlah TPS se-idonesia 823.000. Jd 10.000 TPS Quick Count vs 823.000 TPS Se-Indonesia, ngga nyampe 1,5℅.<br>Nah lembaga survey semala ini yg menangkan 02 dng hsl quick countnya hsl nya hampir sama, jelas ajalah hsl quick count mrk sama, jangan2 hsl quick count mrk jg berasal dr TPS dimana lembaga2 survey itu lakukan survey, gampang aja cara analisanya. Jadi jangan terlalu percaya terhadap hsl quick count, kita hrs cerdas, jng mau digiring terhadap hsl quick count iniini,  ini perang physicology. Kawal trus hsl REAL COUNT dan hsl2 rekap dr TPS masing2.",quick count tps tuh tps jauuuuuhhhh hahhahaha tps seidonesia tps quick count vs tps indonesia lembaga survey mala menang hsl quick countnya hsl aja hsl quick count hsl quick count asal tps mana lembaga2 survey laku survey gampang analisanya percaya hsl quick count cerdas giring hsl quick count iniini perang physicology kawal hsl real count hsl2 rekap tps,Quick Count TPS TPS TPS JAUUUUUUHHHHHHHHHHHHHAHAHA TPS SEIDONESIA TPS Quick Count vs TPS Indonesia Survey Institution Winning HSL Quick Count HSL Just HSL Quick Count Hsl Quick Count from TPS Where Survey Institutions Survey Easy Survey Easy Analysis Kawal HSL Real Count Hsl2 TPS Recap,0.3592592592592593,positive
